,size,total_sqft,bath,price,location,bhk,price_per_sqft
1282,2 BHK,1196.0,2.0,51.51,Bopodi,2,43.0685618729097
1284,3 BHK,1850.0,3.0,146.0,Bopodi,3,78.91891891891892
1285,3 BHK,1255.0,2.0,77.68,Bopodi,3,61.896414342629484
1287,2 BHK,1091.0,2.0,32.0,Bopodi,2,29.330889092575617
1288,2 BHK,1045.0,2.0,60.0,Bopodi,2,57.41626794258373
1289,3 BHK,1520.0,2.0,103.0,Bopodi,3,67.76315789473684
1291,2 BHK,717.0,2.0,49.475,Bopodi,2,69.00278940027894
1292,2 BHK,1141.0,2.0,44.4,Bopodi,2,38.913234005258545
1293,2 BHK,1400.0,2.0,68.0,Bopodi,2,48.57142857142857
1294,1 BHK,650.0,1.0,23.0,Bopodi,1,35.38461538461539
1295,3 BHK,1550.0,2.0,90.0,Bopodi,3,58.064516129032256
1296,4 BHK,3216.0,4.0,226.0,Bopodi,4,70.27363184079601
1298,3 BHK,2072.0,4.0,147.0,Bopodi,3,70.94594594594595
1300,2 BHK,1444.0,2.0,70.0,Bopodi,2,48.47645429362881
1302,2 BHK,1253.0,2.0,52.66,Bopodi,2,42.027134876296884
1303,2 BHK,910.2,2.0,80.64,Bopodi,2,88.59591298615689
1304,3 BHK,2600.0,3.0,140.0,Bopodi,3,53.84615384615385
1305,3 BHK,2254.0,3.0,170.0,Bopodi,3,75.42147293700089
1306,2 BHK,1010.0,2.0,55.0,Bopodi,2,54.45544554455446
1308,2 BHK,1339.0,2.0,58.0,Bopodi,2,43.3159073935773
1309,2 BHK,1132.0,2.0,89.0,Bopodi,2,78.62190812720848
1310,2 BHK,1001.0,2.0,30.0,Bopodi,2,29.97002997002997
1311,2 BHK,700.0,2.0,34.99,Bopodi,2,49.98571428571429
1312,2 BHK,1095.0,2.0,38.33,Bopodi,2,35.00456621004566
1314,3 BHK,1655.0,3.0,113.0,Bopodi,3,68.27794561933534
1315,2 BHK,1276.0,2.0,75.0,Bopodi,2,58.77742946708464
1317,3 BHK,1852.0,3.0,130.0,Bopodi,3,70.19438444924405
1318,2 BHK,876.0,2.0,29.5,Bopodi,2,33.67579908675799
1319,2 Bedroom,1290.0,1.0,77.5,Bopodi,2,60.07751937984496
1320,4 Bedroom,3425.0,5.0,250.0,Bopodi,4,72.99270072992701
1321,2 Bedroom,1200.0,2.0,85.0,Bopodi,2,70.83333333333333
1324,2 BHK,1272.0,2.0,51.5,Bopodi,2,40.4874213836478
1326,2 BHK,1120.0,2.0,70.0,Bopodi,2,62.5
1328,8 BHK,3000.0,4.0,130.0,Bopodi,8,43.333333333333336
1330,1 BHK,800.0,1.0,72.0,Bopodi,1,90.0
1331,7 Bedroom,3600.0,7.0,160.0,Bopodi,7,44.44444444444444
1332,3 BHK,1380.0,3.0,130.0,Bopodi,3,94.20289855072464
1333,3 BHK,2625.0,3.0,175.0,Bopodi,3,66.66666666666667
1334,2 BHK,1230.0,2.0,58.0,Bopodi,2,47.15447154471545
1335,2 BHK,1000.0,2.0,63.0,Bopodi,2,63.0
1336,2 BHK,1183.0,2.0,58.56,Bopodi,2,49.50126796280642
1337,3 BHK,1564.0,3.0,100.0,Bopodi,3,63.9386189258312
1339,2 BHK,1163.0,2.0,64.08,Bopodi,2,55.098882201203786
1340,2 BHK,1295.0,2.0,43.9,Bopodi,2,33.8996138996139
1342,4 BHK,2439.0,4.0,190.0,Bopodi,4,77.90077900779008
1343,2 BHK,1180.0,2.0,105.0,Bopodi,2,88.98305084745763
1344,2 BHK,1050.0,2.0,51.0,Bopodi,2,48.57142857142857
1345,4 BHK,3496.0,4.0,262.0,Bopodi,4,74.94279176201373
1346,3 BHK,1475.0,3.0,80.0,Bopodi,3,54.23728813559322
1348,4 Bedroom,1200.0,4.0,110.0,Bopodi,4,91.66666666666667
1349,2 BHK,1053.0,2.0,53.0,Bopodi,2,50.332383665716996
1350,3 BHK,1691.0,3.0,100.0,Bopodi,3,59.13660555884092
1351,2 BHK,1205.0,2.0,47.0,Bopodi,2,39.004149377593365
1352,3 BHK,2030.0,2.0,182.0,Bopodi,3,89.65517241379311
1353,3 Bedroom,1400.0,3.0,90.0,Bopodi,3,64.28571428571429
1354,2 BHK,1258.0,2.0,85.5,Bopodi,2,67.96502384737678
1355,2 BHK,883.0,2.0,37.01,Bopodi,2,41.91392978482446
1356,2 BHK,1070.0,2.0,49.0,Bopodi,2,45.794392523364486
1357,3 BHK,1410.0,3.0,90.0,Bopodi,3,63.829787234042556
1358,4 BHK,2470.0,5.0,192.0,Bopodi,4,77.7327935222672
1359,3 BHK,1610.0,3.0,84.53,Bopodi,3,52.50310559006211
1360,2 BHK,1185.0,2.0,47.39,Bopodi,2,39.9915611814346
1361,2 BHK,1100.0,2.0,55.0,Bopodi,2,50.0
1362,3 BHK,1650.0,3.0,95.0,Bopodi,3,57.57575757575758
1363,3 Bedroom,1065.0,3.0,72.0,Bopodi,3,67.6056338028169
1364,3 BHK,1261.0,2.0,80.0,Bopodi,3,63.44171292624901
1365,2 BHK,1170.0,2.0,39.0,Bopodi,2,33.333333333333336
1367,2 BHK,1070.0,2.0,60.0,Bopodi,2,56.074766355140184
1369,2 BHK,1160.0,2.0,40.58,Bopodi,2,34.98275862068966
1371,2 BHK,1070.0,2.0,38.0,Bopodi,2,35.51401869158879
1372,2 BHK,1205.0,2.0,60.0,Bopodi,2,49.79253112033195
1375,2 BHK,1165.0,2.0,45.0,Bopodi,2,38.62660944206009
1376,2 BHK,1410.0,2.0,125.0,Bopodi,2,88.65248226950355
1377,2 BHK,900.0,2.0,75.0,Bopodi,2,83.33333333333333
1379,2 BHK,1340.0,2.0,75.0,Bopodi,2,55.97014925373134
1380,2 BHK,1420.0,2.0,120.0,Bopodi,2,84.50704225352112
1381,2 BHK,1000.0,2.0,38.0,Budhwar Peth,2,38.0
1382,2 BHK,782.0,2.0,55.68,Budhwar Peth,2,71.20204603580562
1385,2 BHK,1260.0,2.0,55.0,Budhwar Peth,2,43.65079365079365
1386,2 BHK,1196.0,2.0,94.42,Budhwar Peth,2,78.94648829431438
1387,2 BHK,1180.0,2.0,42.0,Budhwar Peth,2,35.59322033898305
1389,2 BHK,674.0,2.0,33.0,Budhwar Peth,2,48.961424332344215
1390,3 BHK,2072.0,4.0,142.0,Budhwar Peth,3,68.53281853281854
1391,2 BHK,1350.0,2.0,80.0,Budhwar Peth,2,59.25925925925926
1392,3 BHK,1397.0,3.0,105.0,Budhwar Peth,3,75.16105941302791
1394,2 BHK,1200.0,2.0,78.0,Budhwar Peth,2,65.0
1395,2 BHK,1030.0,2.0,55.0,Budhwar Peth,2,53.398058252427184
1396,2 BHK,1195.0,2.0,42.0,Budhwar Peth,2,35.14644351464435
1397,1 BHK,500.0,1.0,17.0,Budhwar Peth,1,34.0
1398,1 BHK,1200.0,1.0,48.0,Budhwar Peth,1,40.0
1399,3 BHK,1560.0,3.0,92.0,Budhwar Peth,3,58.97435897435897
1400,2 BHK,1135.0,2.0,58.0,Budhwar Peth,2,51.10132158590309
1401,4 BHK,3122.0,6.0,235.0,Budhwar Peth,4,75.27226137091608
1403,2 BHK,1198.0,2.0,84.0,Budhwar Peth,2,70.11686143572621
1404,2 BHK,1040.0,2.0,50.0,Budhwar Peth,2,48.07692307692308
1405,3 BHK,1697.0,3.0,114.0,Budhwar Peth,3,67.17737183264585
1406,2 BHK,1400.0,2.0,78.0,Budhwar Peth,2,55.714285714285715
1407,2 BHK,1112.0,2.0,62.0,Budhwar Peth,2,55.75539568345324
1408,2 BHK,1065.0,2.0,44.95,Budhwar Peth,2,42.20657276995305
1409,4 Bedroom,4200.0,4.0,255.0,Budhwar Peth,4,60.714285714285715
1410,2 BHK,1180.0,2.0,42.0,Budhwar Peth,2,35.59322033898305
1411,2 BHK,1205.0,2.0,42.18,Budhwar Peth,2,35.004149377593365
1412,2 BHK,1200.0,2.0,45.0,Budhwar Peth,2,37.5
1413,2 BHK,1215.0,2.0,58.86,Budhwar Peth,2,48.44444444444444
1414,2 BHK,1084.0,2.0,58.0,Budhwar Peth,2,53.505535055350556
1415,2 BHK,1151.0,2.0,43.1,Budhwar Peth,2,37.44569939183319
1416,2 BHK,1070.0,2.0,47.5,Budhwar Peth,2,44.39252336448598
1417,3 BHK,1858.0,2.0,167.0,Budhwar Peth,3,89.8815931108719
1418,5 Bedroom,2400.0,4.0,225.0,Budhwar Peth,5,93.75
1419,2 BHK,1000.0,2.0,36.0,Budhwar Peth,2,36.0
1420,3 BHK,993.0,2.0,50.0,Budhwar Peth,3,50.35246727089628
1421,2 BHK,1415.0,2.0,67.0,Budhwar Peth,2,47.34982332155477
1422,4 BHK,3100.0,4.0,310.0,Budhwar Peth,4,100.0
1423,3 Bedroom,1200.0,3.0,85.0,Budhwar Peth,3,70.83333333333333
1424,2 BHK,1140.0,2.0,50.66,Budhwar Peth,2,44.43859649122807
1425,3 BHK,1300.0,3.0,89.13,Budhwar Peth,3,68.56153846153846
1426,3 BHK,1840.0,3.0,140.0,Budhwar Peth,3,76.08695652173913
1427,2 BHK,1160.0,2.0,42.0,Budhwar Peth,2,36.206896551724135
1428,2 Bedroom,2200.0,2.0,110.0,Budhwar Peth,2,50.0
1429,3 BHK,1465.0,3.0,80.01,Budhwar Peth,3,54.61433447098976
1430,2 BHK,1359.0,2.0,104.0,Budhwar Peth,2,76.52685798381162
1431,2 BHK,1040.0,2.0,48.86,Budhwar Peth,2,46.98076923076923
1433,2 BHK,970.0,2.0,35.0,Budhwar Peth,2,36.08247422680412
1434,3 BHK,1200.0,2.0,65.0,Budhwar Peth,3,54.166666666666664
1436,2 BHK,1250.0,1.0,54.0,Budhwar Peth,2,43.2
1437,2 BHK,1225.0,2.0,47.0,Budhwar Peth,2,38.36734693877551
1439,2 BHK,1100.0,2.0,55.0,Budhwar Peth,2,50.0
1440,2 BHK,1150.0,2.0,48.0,Budhwar Peth,2,41.73913043478261
1441,2 BHK,945.0,2.0,45.0,Budhwar Peth,2,47.61904761904762
1442,2 BHK,700.0,2.0,35.07,Budhwar Peth,2,50.1
1443,2 BHK,1200.0,2.0,35.0,Budhwar Peth,2,29.166666666666668
1444,3 BHK,1300.0,3.0,64.0,Budhwar Peth,3,49.23076923076923
1445,2 BHK,790.0,2.0,49.5,Budhwar Peth,2,62.65822784810127
1446,2 BHK,1194.0,2.0,47.0,Budhwar Peth,2,39.36348408710218
1448,3 BHK,1490.0,2.0,92.0,Budhwar Peth,3,61.74496644295302
1449,2 BHK,1015.0,2.0,50.0,Budhwar Peth,2,49.26108374384236
1450,1 BHK,435.0,1.0,22.0,Budhwar Peth,1,50.57471264367816
1452,2 BHK,1215.0,2.0,68.0,Budhwar Peth,2,55.96707818930041
1453,2 BHK,1200.0,2.0,53.0,Budhwar Peth,2,44.166666666666664
1454,2 Bedroom,1050.0,2.0,64.8,Budhwar Peth,2,61.714285714285715
1455,2 BHK,1100.0,2.0,55.0,Budhwar Peth,2,50.0
1456,2 BHK,1340.0,2.0,72.0,Budhwar Peth,2,53.73134328358209
1457,2 BHK,1160.0,2.0,46.39,Budhwar Peth,2,39.991379310344826
1458,2 BHK,1197.0,2.0,50.0,Budhwar Peth,2,41.77109440267335
1459,2 BHK,1155.0,2.0,39.0,Budhwar Peth,2,33.76623376623377
1460,3 BHK,1856.0,4.0,180.0,Budhwar Peth,3,96.98275862068965
1461,1 BHK,420.0,1.0,23.5,Budhwar Peth,1,55.95238095238095
1463,2 BHK,1200.0,2.0,46.5,Budhwar Peth,2,38.75
1464,2 BHK,1024.0,2.0,32.0,Budhwar Peth,2,31.25
1466,3 BHK,1445.0,2.0,83.0,Budhwar Peth,3,57.43944636678201
1467,2 BHK,975.0,2.0,32.0,Budhwar Peth,2,32.82051282051282
1468,3 BHK,1788.0,3.0,164.0,Budhwar Peth,3,91.72259507829978
1470,2 BHK,925.0,2.0,55.0,Budhwar Peth,2,59.45945945945946
1471,2 BHK,1070.0,2.0,33.43,Budhwar Peth,2,31.242990654205606
1472,3 BHK,1458.0,2.0,87.0,Budhwar Peth,3,59.67078189300412
1473,1 BHK,700.0,1.0,38.0,Budhwar Peth,1,54.285714285714285
1474,4 Bedroom,6000.0,4.0,410.0,Budhwar Peth,4,68.33333333333333
1475,2 BHK,1469.0,2.0,99.14,Budhwar Peth,2,67.48808713410483
1476,2 BHK,1100.0,2.0,60.0,Budhwar Peth,2,54.54545454545455
1477,3 BHK,1870.0,3.0,180.0,Budhwar Peth,3,96.2566844919786
1479,2 Bedroom,935.0,2.0,78.0,Budhwar Peth,2,83.42245989304813
1480,2 BHK,1190.0,2.0,70.0,Budhwar Peth,2,58.8235294117647
1481,3 BHK,1814.0,3.0,129.0,Budhwar Peth,3,71.1135611907387
1482,2 BHK,1080.0,2.0,46.0,Budhwar Peth,2,42.592592592592595
1483,2 BHK,1070.0,2.0,50.0,Budhwar Peth,2,46.728971962616825
1484,2 BHK,1300.0,2.0,75.0,Budhwar Peth,2,57.69230769230769
1485,2 BHK,815.0,2.0,40.0,Budhwar Peth,2,49.079754601226995
1487,2 BHK,1197.0,2.0,79.9,Budhwar Peth,2,66.75020885547201
1488,3 BHK,1427.0,2.0,85.0,Budhwar Peth,3,59.56552207428171
1489,3 BHK,1400.0,2.0,86.0,Budhwar Peth,3,61.42857142857143
1490,4 BHK,2240.0,4.0,160.0,Budhwar Peth,4,71.42857142857143
1491,2 BHK,1100.0,2.0,90.0,Budhwar Peth,2,81.81818181818181
1492,3 Bedroom,1200.0,3.0,75.0,Budhwar Peth,3,62.5
1493,2 BHK,1305.0,2.0,67.0,Budhwar Peth,2,51.34099616858238
1494,2 BHK,1115.0,2.0,50.0,Budhwar Peth,2,44.84304932735426
1495,3 BHK,1850.0,3.0,98.0,Budhwar Peth,3,52.972972972972975
1496,2 BHK,1100.0,2.0,40.0,Bund Garden Road,2,36.36363636363637
1497,2 BHK,1260.0,2.0,66.78,Bund Garden Road,2,53.0
1499,2 BHK,1010.0,2.0,29.5,Bund Garden Road,2,29.207920792079207
1500,2 BHK,1150.0,3.0,52.5,Bund Garden Road,2,45.65217391304348
1501,2 BHK,961.0,2.0,38.0,Bund Garden Road,2,39.54214360041623
1502,2 BHK,1185.0,2.0,41.0,Bund Garden Road,2,34.59915611814346
1503,3 BHK,1740.0,2.0,95.0,Bund Garden Road,3,54.59770114942529
1504,2 BHK,1115.0,2.0,50.0,Bund Garden Road,2,44.84304932735426
1505,3 Bedroom,1350.0,2.0,75.0,Bund Garden Road,3,55.55555555555556
1506,3 BHK,1700.0,3.0,115.0,Bund Garden Road,3,67.6470588235294
1508,3 BHK,1750.0,3.0,95.0,Bund Garden Road,3,54.285714285714285
1509,2 BHK,1080.0,2.0,43.2,Bund Garden Road,2,40.0
1512,3 BHK,1925.0,3.0,120.0,Bund Garden Road,3,62.33766233766234
1514,2 Bedroom,900.0,2.0,64.0,Bund Garden Road,2,71.11111111111111
1515,2 Bedroom,1000.0,2.0,64.0,Bund Garden Road,2,64.0
1518,1 BHK,674.0,1.0,21.0,Bund Garden Road,1,31.15727002967359
1519,2 Bedroom,1200.0,2.0,55.0,Bund Garden Road,2,45.833333333333336
1520,1 BHK,730.0,1.0,35.0,Bund Garden Road,1,47.945205479452056
1521,2 BHK,1366.0,3.0,76.85,Bund Garden Road,2,56.25915080527086
1522,2 BHK,1260.0,2.0,75.0,Bund Garden Road,2,59.523809523809526
1523,1 BHK,900.0,1.0,30.0,Bund Garden Road,1,33.333333333333336
1524,2 BHK,1035.0,2.0,41.43,Bund Garden Road,2,40.028985507246375
1525,2 BHK,1150.0,2.0,38.0,Bund Garden Road,2,33.04347826086956
1526,2 BHK,919.0,2.0,49.0,Bund Garden Road,2,53.318824809575624
1527,2 BHK,1400.0,2.0,68.0,Bund Garden Road,2,48.57142857142857
1528,2 BHK,1260.0,2.0,70.0,Bund Garden Road,2,55.55555555555556
1529,3 Bedroom,1752.0,3.0,145.0,Bund Garden Road,3,82.76255707762557
1530,3 Bedroom,1500.0,2.0,130.0,Bund Garden Road,3,86.66666666666667
1531,2 BHK,780.0,2.0,35.0,Bund Garden Road,2,44.87179487179487
1532,3 BHK,1360.0,2.0,75.0,Bund Garden Road,3,55.14705882352941
1533,4 Bedroom,4960.0,4.0,400.0,Bund Garden Road,4,80.64516129032258
1534,2 BHK,1130.0,2.0,73.0,Bund Garden Road,2,64.60176991150442
1535,3 BHK,1550.0,3.0,75.0,Bund Garden Road,3,48.38709677419355
1536,3 BHK,1636.0,3.0,97.0,Bund Garden Road,3,59.29095354523228
1538,2 BHK,1104.0,2.0,35.5,Bund Garden Road,2,32.155797101449274
1539,4 BHK,2631.0,3.0,200.0,Bund Garden Road,4,76.01672367920942
1540,2 BHK,1060.0,2.0,48.5,Bund Garden Road,2,45.75471698113208
1541,3 BHK,1850.0,3.0,90.0,Bund Garden Road,3,48.648648648648646
1542,3 BHK,1760.0,3.0,127.0,Bund Garden Road,3,72.1590909090909
1543,2 BHK,1216.0,2.0,83.0,Bund Garden Road,2,68.25657894736842
1544,3 BHK,1100.0,2.0,53.0,Bund Garden Road,3,48.18181818181818
1546,2 BHK,1314.0,2.0,83.0,Bund Garden Road,2,63.16590563165906
1547,3 BHK,1504.0,2.0,100.0,Bund Garden Road,3,66.48936170212765
1549,3 BHK,1570.0,3.0,110.0,Bund Garden Road,3,70.06369426751593
1550,2 BHK,1144.0,2.0,67.0,Bund Garden Road,2,58.56643356643357
1551,3 BHK,1351.0,2.0,78.0,Bund Garden Road,3,57.73501110288675
1552,2 BHK,1116.0,2.0,51.89,Bund Garden Road,2,46.49641577060932
1553,3 BHK,1800.0,3.0,140.0,Bund Garden Road,3,77.77777777777777
1554,4 Bedroom,3200.0,3.0,250.0,Bund Garden Road,4,78.125
1555,2 BHK,1255.0,2.0,53.87,Bund Garden Road,2,42.92430278884462
1556,2 BHK,1253.0,2.0,81.5,Bund Garden Road,2,65.0438946528332
1557,2 BHK,1000.0,2.0,45.0,Bund Garden Road,2,45.0
1558,2 BHK,1080.0,2.0,37.8,Bund Garden Road,2,35.0
1559,3 BHK,2041.0,3.0,128.0,Bund Garden Road,3,62.71435570798628
1561,6 Bedroom,2400.0,4.0,170.0,Bund Garden Road,6,70.83333333333333
1563,3 BHK,2072.0,4.0,157.0,Bund Garden Road,3,75.77220077220078
1564,2 BHK,1152.0,2.0,57.0,Bund Garden Road,2,49.479166666666664
1565,3 BHK,1832.0,3.0,116.0,Bund Garden Road,3,63.31877729257642
1566,2 BHK,1155.0,2.0,60.0,Bund Garden Road,2,51.94805194805195
1567,2 BHK,1100.0,2.0,45.0,Bund Garden Road,2,40.90909090909091
1568,2 BHK,1196.0,2.0,40.54,Bund Garden Road,2,33.896321070234116
1569,2 Bedroom,1840.0,1.0,95.0,Bund Garden Road,2,51.630434782608695
1570,2 BHK,1111.0,2.0,49.43,Bund Garden Road,2,44.49144914491449
1571,2 BHK,1500.0,2.0,65.0,Bund Garden Road,2,43.333333333333336
1572,3 BHK,1903.0,3.0,165.0,Bund Garden Road,3,86.70520231213872
1573,3 BHK,1700.0,3.0,125.0,Bund Garden Road,3,73.52941176470588
1574,2 BHK,1243.0,2.0,46.0,Bund Garden Road,2,37.00724054706355
1576,4 BHK,3596.0,5.0,297.0,Bund Garden Road,4,82.59176863181312
1577,3 Bedroom,3900.0,3.0,250.0,Bund Garden Road,3,64.1025641025641
1578,2 BHK,1070.0,2.0,52.0,Bund Garden Road,2,48.598130841121495
1580,2 Bedroom,1050.0,2.0,40.0,Bund Garden Road,2,38.095238095238095
1581,2 BHK,1386.0,2.0,85.0,Bund Garden Road,2,61.32756132756133
1583,3 BHK,1240.0,2.0,83.0,Bund Garden Road,3,66.93548387096774
1584,2 BHK,986.0,2.0,30.0,Bund Garden Road,2,30.425963488843813
1585,2 BHK,1250.0,2.0,65.0,Bund Garden Road,2,52.0
1586,3 BHK,1510.0,2.0,110.0,Bund Garden Road,3,72.8476821192053
1587,3 BHK,2990.0,3.0,170.0,Bund Garden Road,3,56.8561872909699
1588,2 BHK,1200.0,2.0,60.0,Bund Garden Road,2,50.0
1589,2 BHK,1133.0,2.0,33.99,Bund Garden Road,2,30.0
1590,3 BHK,1610.0,2.0,112.0,Bund Garden Road,3,69.56521739130434
1591,2 BHK,1230.0,2.0,50.0,Bund Garden Road,2,40.65040650406504
1592,3 BHK,1100.0,3.0,53.0,Bund Garden Road,3,48.18181818181818
1593,2 BHK,1141.0,2.0,50.0,Bund Garden Road,2,43.821209465381244
1594,3 BHK,2000.0,3.0,105.0,Bund Garden Road,3,52.5
1596,2 BHK,1194.0,2.0,47.0,Bund Garden Road,2,39.36348408710218
1597,3 BHK,1420.0,2.0,95.0,Bund Garden Road,3,66.90140845070422
1598,3 BHK,1625.0,3.0,150.0,Bund Garden Road,3,92.3076923076923
1599,2 BHK,1162.0,2.0,98.77,Bund Garden Road,2,85.0
1600,3 BHK,1575.0,4.0,100.0,Bund Garden Road,3,63.492063492063494
1601,3 BHK,1740.0,2.0,137.0,Bund Garden Road,3,78.73563218390805
1602,6 BHK,1800.0,6.0,101.0,Bund Garden Road,6,56.111111111111114
1603,2 BHK,1031.0,2.0,54.48,Bund Garden Road,2,52.84190106692532
1604,2 BHK,1020.0,2.0,42.48,Bund Garden Road,2,41.64705882352941
1605,2 BHK,907.0,2.0,40.0,Bund Garden Road,2,44.10143329658214
1606,3 Bedroom,2250.0,3.0,148.0,Camp,3,65.77777777777777
1607,3 BHK,1800.0,3.0,120.0,Camp,3,66.66666666666667
1610,2 BHK,1656.0,2.0,120.0,Camp,2,72.46376811594203
1611,2 BHK,1128.0,2.0,63.0,Camp,2,55.851063829787236
1612,3 BHK,1419.0,3.0,75.0,Camp,3,52.854122621564485
1613,2 BHK,1140.0,2.0,56.0,Camp,2,49.12280701754386
1614,1 RK,445.0,1.0,28.0,Camp,1,62.92134831460674
1615,3 BHK,1360.0,2.0,71.0,Camp,3,52.205882352941174
1616,2 BHK,1175.0,2.0,47.0,Camp,2,40.0
1617,2 BHK,1135.0,2.0,39.73,Camp,2,35.00440528634361
1618,2 BHK,883.0,2.0,45.0,Camp,2,50.962627406568515
1619,4 BHK,3024.0,5.0,248.0,Camp,4,82.01058201058201
1620,3 BHK,1639.0,3.0,98.32,Camp,3,59.987797437461865
1621,2 BHK,1100.0,2.0,60.0,Camp,2,54.54545454545455
1622,2 BHK,1052.0,2.0,50.0,Camp,2,47.52851711026616
1623,4 Bedroom,2100.0,4.0,155.0,Camp,4,73.80952380952381
1625,2 BHK,985.0,2.0,58.0,Camp,2,58.88324873096447
1626,2 BHK,1030.0,2.0,50.0,Camp,2,48.54368932038835
1627,3 BHK,1567.0,3.0,90.0,Camp,3,57.434588385449906
1628,2 BHK,1050.0,2.0,35.0,Camp,2,33.333333333333336
1629,3 BHK,1936.0,4.0,126.0,Camp,3,65.08264462809917
1631,3 BHK,1685.0,3.0,95.0,Camp,3,56.37982195845697
1633,3 BHK,2350.0,3.0,174.0,Camp,3,74.04255319148936
1634,3 BHK,2400.0,2.0,150.0,Camp,3,62.5
1636,2 BHK,915.0,2.0,38.0,Camp,2,41.53005464480874
1637,2 BHK,1132.0,2.0,89.37,Camp,2,78.94876325088339
1638,2 BHK,769.0,2.0,40.0,Camp,2,52.01560468140442
1640,2 BHK,1092.0,2.0,44.0,Camp,2,40.29304029304029
1641,2 BHK,1934.0,2.0,90.0,Camp,2,46.53567735263702
1642,2 BHK,960.0,2.0,56.0,Camp,2,58.333333333333336
1643,3 BHK,1700.0,3.0,88.0,Camp,3,51.76470588235294
1645,2 Bedroom,1350.0,2.0,110.0,Camp,2,81.48148148148148
1646,2 BHK,1086.0,2.0,47.5,Camp,2,43.73848987108656
1647,3 BHK,2254.0,3.0,170.0,Camp,3,75.42147293700089
1648,2 BHK,997.0,2.0,53.0,Camp,2,53.15947843530592
1650,2 BHK,1050.0,2.0,39.0,Camp,2,37.142857142857146
1651,2 BHK,1090.0,2.0,45.0,Camp,2,41.28440366972477
1652,2 BHK,900.0,2.0,45.0,Camp,2,50.0
1653,2 BHK,1145.0,2.0,56.0,Camp,2,48.90829694323144
1654,2 BHK,1240.0,2.0,44.3,Camp,2,35.725806451612904
1655,3 BHK,1100.0,2.0,85.0,Camp,3,77.27272727272727
1656,2 BHK,1040.0,2.0,46.79,Camp,2,44.99038461538461
1657,3 BHK,997.0,3.0,55.0,Camp,3,55.1654964894684
1658,2 BHK,1151.0,2.0,49.0,Camp,2,42.57167680278019
1659,3 BHK,2423.0,4.0,160.0,Camp,3,66.0338423442014
1660,1 BHK,690.0,1.0,39.8,Camp,1,57.68115942028985
1661,2 BHK,1100.0,2.0,54.0,Camp,2,49.09090909090909
1662,2 BHK,1050.0,2.0,45.0,Camp,2,42.857142857142854
1663,3 BHK,1605.0,3.0,100.0,Camp,3,62.30529595015577
1664,3 BHK,1829.0,3.0,125.0,Camp,3,68.3433570256971
1666,4 Bedroom,2400.0,5.0,140.0,Camp,4,58.333333333333336
1667,2 BHK,960.0,2.0,50.0,Camp,2,52.083333333333336
1668,3 BHK,1480.0,3.0,95.0,Camp,3,64.1891891891892
1669,3 BHK,1600.0,3.0,79.0,Camp,3,49.375
1670,2 BHK,950.0,2.0,32.0,Camp,2,33.68421052631579
1671,3 BHK,1434.0,3.0,84.0,Camp,3,58.57740585774059
1672,2 BHK,1061.0,2.0,54.92,Camp,2,51.76248821866164
1673,3 Bedroom,2273.0,4.0,192.0,Camp,3,84.46986361636604
1675,2 BHK,1303.0,2.0,90.0,Camp,2,69.07137375287797
1676,3 BHK,2070.0,4.0,160.0,Camp,3,77.29468599033817
1678,2 BHK,1000.0,2.0,38.0,Camp,2,38.0
1679,2 BHK,1100.0,2.0,46.75,Camp,2,42.5
1680,2 BHK,1115.0,2.0,78.0,Camp,2,69.95515695067265
1681,2 BHK,1194.0,2.0,46.0,Camp,2,38.52596314907873
1682,1 BHK,800.0,1.0,29.5,Camp,1,36.875
1683,3 BHK,1855.0,3.0,140.0,Camp,3,75.47169811320755
1684,4 Bedroom,2000.0,4.0,130.0,Camp,4,65.0
1685,3 BHK,1630.0,3.0,131.0,Camp,3,80.3680981595092
1686,5 Bedroom,2400.0,4.0,97.0,Camp,5,40.416666666666664
1687,2 BHK,1107.0,2.0,45.0,Camp,2,40.65040650406504
1688,1 BHK,600.0,1.0,35.0,Camp,1,58.333333333333336
1689,2 BHK,1340.0,2.0,75.0,Camp,2,55.97014925373134
1690,3 BHK,1881.0,3.0,145.0,Camp,3,77.08665603402446
1691,2 BHK,1251.0,2.0,46.0,Camp,2,36.770583533173465
1692,3 BHK,2082.0,3.0,104.0,Camp,3,49.95196926032661
1693,2 BHK,1300.0,2.0,91.65,Camp,2,70.5
1694,3 BHK,1460.0,2.0,87.0,Camp,3,59.58904109589041
1695,2 BHK,1400.0,2.0,70.0,Camp,2,50.0
1696,6 Bedroom,2700.0,7.0,110.0,Camp,6,40.74074074074074
1697,2 BHK,1007.0,2.0,68.0,Camp,2,67.52730883813307
1698,3 BHK,1660.0,3.0,85.0,Camp,3,51.204819277108435
1700,2 BHK,1140.0,2.0,56.0,Camp,2,49.12280701754386
1702,2 BHK,800.0,2.0,33.0,Camp,2,41.25
1704,2 BHK,1100.0,2.0,47.0,Camp,2,42.72727272727273
1705,4 Bedroom,1600.0,5.0,130.0,Camp,4,81.25
1707,1 Bedroom,540.0,1.0,35.0,Camp,1,64.81481481481481
1708,3 BHK,1920.0,3.0,130.0,Camp,3,67.70833333333333
1709,2 BHK,1206.0,2.0,53.0,Camp,2,43.946932006633496
1710,2 BHK,955.0,2.0,38.19,Camp,2,39.989528795811516
1711,3 BHK,1369.0,2.0,72.0,Camp,3,52.593133674214755
